agent_id,segment,tenure_months,monthly_contracts,retention_rate_13m,commission_rate,customer_satisfaction,cross_sell_count,complaint_count,training_hours,churned_12m,monthly_premium_10k,commission_cost_10k,cluster,cluster_segment
AG00264,At-Risk,30,1.3,49.9,31.6,2.5,0,1,7.8,1,158.0,50.0,3,At-Risk
AG00265,Stable,8,4.2,80.2,35.0,6.7,2,1,15.4,0,939.0,329.0,1,Stable
AG00266,Stable,22,5.5,82.3,37.8,6.4,0,0,8.4,0,1539.0,582.0,1,Stable
AG00267,Stable,21,10.0,80.8,36.8,7.2,1,2,11.0,0,2292.0,843.0,2,Developing
AG00268,Stable,37,6.4,80.0,43.9,7.2,3,1,5.2,0,1992.0,874.0,2,Developing
AG00269,Star,28,11.9,87.0,41.6,9.6,1,0,12.4,0,4095.0,1704.0,0,Star
AG00270,Star,81,13.5,87.1,49.2,8.6,5,0,10.8,0,5270.0,2593.0,0,Star
AG00271,Stable,49,8.4,73.7,36.3,8.3,2,1,5.6,0,1771.0,643.0,2,Developing
AG00272,Star,13,10.1,87.9,45.4,8.2,3,0,20.2,0,3230.0,1466.0,0,Star
AG00273,Stable,76,3.8,75.3,36.6,5.7,1,0,1.4,1,1002.0,367.0,2,Developing
AG00274,Developing,9,2.5,66.5,35.7,8.3,0,1,17.1,0,234.0,84.0,1,Stable
AG00275,Stable,15,4.0,72.5,40.3,6.8,1,0,15.2,0,994.0,401.0,1,Stable
AG00276,Stable,1,0.2,76.8,37.7,8.3,1,2,23.9,1,50.0,19.0,1,Stable
AG00277,Stable,39,8.7,81.1,39.0,8.8,2,0,8.5,0,1372.0,535.0,2,Developing
AG00278,At-Risk,26,0.7,65.8,24.9,4.3,1,3,8.8,1,89.0,22.0,3,At-Risk
AG00279,At-Risk,40,0.0,63.6,35.5,8.5,0,3,7.6,1,0.0,0.0,3,At-Risk
AG00280,Star,100,18.0,89.3,50.1,8.0,4,0,3.3,0,6159.0,3086.0,0,Star
AG00281,Stable,14,4.0,71.9,40.3,6.3,0,0,16.4,0,835.0,337.0,1,Stable
AG00282,Stable,42,6.9,80.4,40.2,8.7,2,0,3.6,0,1682.0,676.0,2,Developing
AG00283,Stable,32,9.2,75.4,39.2,6.1,1,0,9.8,0,1621.0,635.0,2,Developing
AG00284,Stable,67,6.7,75.0,36.6,6.8,2,1,5.3,0,941.0,344.0,2,Developing
AG00285,Stable,87,7.1,77.5,36.6,6.9,3,0,4.6,0,1446.0,529.0,2,Developing
AG00286,Star,64,12.0,94.1,47.4,8.9,6,0,10.5,0,3980.0,1887.0,0,Star
AG00287,Stable,19,3.4,73.8,36.7,7.1,1,1,13.2,0,893.0,328.0,1,Stable
AG00288,Stable,6,3.5,81.6,35.0,7.8,1,0,14.9,0,938.0,328.0,1,Stable
AG00289,Stable,3,3.2,77.3,38.9,7.3,2,2,20.8,0,653.0,254.0,1,Stable
AG00290,Developing,9,3.0,65.7,31.6,5.7,1,2,12.0,0,416.0,131.0,3,At-Risk
AG00291,Star,15,8.5,86.3,44.5,7.8,1,1,15.5,0,3853.0,1715.0,0,Star
AG00292,At-Risk,82,2.1,46.9,33.8,5.7,0,1,1.8,0,227.0,77.0,3,At-Risk
AG00293,Star,13,6.0,88.7,48.2,8.2,4,0,17.9,0,2124.0,1024.0,0,Star
AG00294,Developing,0,1.9,75.8,28.9,3.8,2,0,20.4,0,286.0,83.0,1,Stable
AG00295,At-Risk,12,0.9,54.5,17.5,4.7,0,2,12.5,1,110.0,19.0,3,At-Risk
AG00296,At-Risk,14,2.6,50.9,28.9,4.9,0,2,14.2,1,316.0,91.0,3,At-Risk
AG00297,Developing,8,2.4,72.9,28.0,6.9,0,3,18.7,0,409.0,115.0,3,At-Risk
AG00298,Developing,23,1.3,58.1,35.7,3.9,1,1,9.7,1,261.0,93.0,3,At-Risk
AG00299,Developing,15,2.0,57.6,29.2,6.2,0,2,17.4,1,282.0,82.0,3,At-Risk
AG00300,Developing,2,0.5,62.9,33.2,5.4,0,1,19.7,1,72.0,24.0,3,At-Risk
AG00301,Stable,19,6.5,83.5,33.4,7.8,1,0,12.4,0,1576.0,526.0,1,Stable
AG00302,Stable,44,7.4,77.8,38.5,6.8,3,1,5.9,0,1968.0,758.0,2,Developing
AG00303,Stable,32,4.9,77.8,38.8,7.6,3,0,6.6,0,1468.0,570.0,2,Developing
AG00304,At-Risk,2,0.0,51.6,32.2,6.5,0,0,23.0,0,0.0,0.0,3,At-Risk
AG00305,Stable,77,7.6,89.9,41.1,7.3,3,0,1.0,0,2267.0,932.0,2,Developing
AG00306,Stable,24,8.3,71.5,40.2,5.8,2,1,5.2,0,2359.0,948.0,2,Developing
AG00307,Developing,19,3.4,70.8,35.1,6.2,0,1,10.8,0,458.0,161.0,1,Stable
AG00308,Stable,7,4.1,85.1,37.3,6.9,2,0,16.4,1,942.0,351.0,1,Stable
AG00309,Stable,53,9.3,88.5,38.2,7.3,2,1,6.3,0,2308.0,882.0,2,Developing
AG00310,Stable,36,7.4,83.7,43.2,6.5,1,0,4.0,0,1870.0,808.0,2,Developing
AG00311,Stable,1,0.9,75.9,37.1,6.8,0,2,22.2,0,218.0,81.0,1,Stable
AG00312,Stable,3,1.8,85.2,42.4,5.2,1,1,20.5,1,357.0,151.0,1,Stable
AG00313,Stable,1,3.9,75.9,37.1,7.0,1,0,21.8,0,1186.0,440.0,1,Stable
AG00314,Stable,23,5.3,76.0,38.9,7.7,1,0,11.8,1,1411.0,549.0,1,Stable
AG00315,Stable,120,9.0,78.9,42.6,9.3,7,1,2.1,0,2544.0,1084.0,0,Star
AG00316,Stable,77,6.5,77.6,41.9,4.5,5,0,2.9,0,1786.0,748.0,2,Developing
AG00317,Developing,26,3.3,69.4,31.6,7.9,0,0,9.7,0,594.0,188.0,1,Stable
AG00318,Stable,113,7.6,76.1,41.4,7.7,3,0,2.0,0,1776.0,735.0,2,Developing
AG00319,At-Risk,17,1.0,50.0,30.3,4.6,0,2,9.1,1,145.0,44.0,3,At-Risk
AG00320,At-Risk,10,3.1,65.2,26.8,4.0,1,1,14.4,0,326.0,87.0,3,At-Risk
AG00321,Stable,20,2.4,85.0,39.1,8.2,0,0,10.2,0,465.0,182.0,1,Stable
AG00322,Stable,8,4.3,74.9,42.9,7.0,0,1,15.2,0,1196.0,513.0,1,Stable
AG00323,Stable,10,3.2,78.8,41.6,7.3,1,0,14.6,1,882.0,367.0,1,Stable
AG00324,Developing,22,0.9,72.6,32.4,5.8,0,0,10.4,1,109.0,35.0,3,At-Risk
AG00325,Developing,29,2.6,68.7,36.2,4.1,0,0,7.4,1,344.0,125.0,3,At-Risk
AG00326,Developing,53,2.1,78.6,31.8,3.3,0,1,5.9,1,405.0,129.0,3,At-Risk
AG00327,Stable,17,5.1,72.1,41.9,8.9,2,0,13.6,0,1330.0,557.0,1,Stable
AG00328,Developing,39,4.8,74.6,30.9,2.5,2,1,1.2,1,1062.0,328.0,3,At-Risk
AG00329,Stable,1,3.6,77.7,34.0,5.8,1,1,18.3,0,1191.0,405.0,1,Stable
AG00330,Developing,7,1.9,69.1,31.6,8.6,1,2,12.1,1,345.0,109.0,1,Stable
AG00331,Stable,5,4.0,72.7,34.7,7.3,1,0,17.7,0,915.0,318.0,1,Stable
AG00332,Developing,27,3.4,76.5,37.0,5.5,0,3,7.8,0,583.0,216.0,3,At-Risk
AG00333,At-Risk,3,3.8,53.0,27.9,4.9,1,4,20.0,0,554.0,155.0,3,At-Risk
AG00334,Stable,120,9.1,74.9,43.7,9.2,5,0,3.8,0,2168.0,947.0,2,Developing
AG00335,Developing,24,1.4,59.7,37.8,7.2,0,0,9.3,1,334.0,126.0,1,Stable
AG00336,Star,57,11.4,89.1,49.0,7.7,3,0,5.7,0,4438.0,2175.0,0,Star
AG00337,Developing,2,1.5,67.4,31.8,5.2,2,0,20.4,1,249.0,79.0,1,Stable
AG00338,Star,29,11.2,94.0,50.4,8.9,0,0,10.0,0,3501.0,1765.0,0,Star
AG00339,At-Risk,44,0.0,56.8,30.5,3.7,0,5,2.2,1,0.0,0.0,3,At-Risk
AG00340,Stable,27,7.1,79.1,41.4,6.0,1,1,10.4,0,1830.0,758.0,2,Developing
AG00341,At-Risk,22,1.3,56.3,32.0,5.1,1,5,10.8,0,121.0,39.0,3,At-Risk
AG00342,Developing,38,4.9,70.8,31.4,5.2,0,2,9.0,0,813.0,255.0,3,At-Risk
AG00343,Stable,92,8.1,85.9,40.3,7.1,2,0,0.0,0,1874.0,755.0,2,Developing
AG00344,Developing,28,2.8,73.3,36.4,6.5,2,1,5.0,0,463.0,169.0,2,Developing
AG00345,Developing,56,3.6,59.9,29.3,4.7,2,1,2.1,1,794.0,233.0,3,At-Risk
AG00346,At-Risk,13,0.7,45.9,22.9,8.2,0,5,14.4,0,80.0,18.0,3,At-Risk
AG00347,Stable,16,4.8,81.5,36.6,6.8,0,0,14.0,0,1158.0,424.0,1,Stable
AG00348,Stable,28,5.7,82.2,43.3,8.3,1,0,8.8,0,1646.0,713.0,2,Developing
AG00349,Star,5,7.7,88.8,46.7,7.9,0,0,21.5,0,2235.0,1044.0,1,Stable
AG00350,Developing,5,1.6,66.9,33.0,7.5,2,0,19.9,0,311.0,103.0,1,Stable
AG00351,Stable,120,10.0,80.2,45.1,8.4,1,0,1.2,0,2257.0,1018.0,2,Developing
AG00352,Stable,69,9.7,78.7,44.0,7.4,2,0,5.2,0,2214.0,974.0,2,Developing
AG00353,Stable,85,6.2,84.5,40.2,7.2,4,0,6.5,0,1684.0,677.0,2,Developing
AG00354,Stable,59,3.6,77.5,38.9,5.5,2,0,1.6,0,722.0,281.0,2,Developing
AG00355,Stable,48,9.1,84.3,42.8,8.6,3,1,4.2,0,2247.0,962.0,2,Developing
AG00356,Developing,73,2.5,72.8,34.9,6.7,0,1,0.2,1,486.0,170.0,2,Developing
AG00357,Developing,31,2.5,72.6,37.2,5.8,1,1,5.6,0,472.0,176.0,3,At-Risk
AG00358,Stable,12,4.1,85.2,37.7,6.8,2,0,14.9,0,1004.0,379.0,1,Stable
AG00359,Stable,62,6.2,76.1,38.8,7.1,4,0,0.1,0,1696.0,658.0,2,Developing
AG00360,At-Risk,32,2.9,55.7,26.9,5.6,0,2,5.7,1,369.0,99.0,3,At-Risk
AG00361,Stable,7,4.3,75.2,35.6,8.2,1,2,19.0,0,1205.0,429.0,1,Stable
AG00362,Stable,103,9.6,78.0,40.8,7.4,3,1,2.7,0,2342.0,956.0,2,Developing
AG00363,Star,42,13.2,95.2,46.2,7.5,3,0,10.0,0,5080.0,2347.0,0,Star
AG00364,Developing,9,2.1,76.0,36.6,4.8,0,2,13.2,0,352.0,129.0,3,At-Risk
AG00365,Stable,22,5.5,72.2,41.5,8.2,0,0,10.1,0,1357.0,563.0,1,Stable
AG00366,Developing,30,3.0,74.3,30.4,4.0,0,0,11.5,1,514.0,156.0,3,At-Risk
AG00367,Developing,18,3.2,69.0,33.3,2.1,0,2,10.1,1,493.0,164.0,3,At-Risk
AG00368,Stable,53,9.2,77.8,35.7,7.8,3,0,3.2,0,2288.0,817.0,2,Developing
AG00369,At-Risk,27,0.8,63.2,35.7,4.7,1,1,9.7,1,102.0,36.0,3,At-Risk
AG00370,Developing,14,3.3,73.2,30.9,6.2,0,1,11.4,0,559.0,173.0,3,At-Risk
AG00371,Stable,33,7.7,86.3,41.3,7.4,0,0,8.5,0,1836.0,758.0,2,Developing
AG00372,Stable,65,6.3,75.1,38.6,7.5,4,1,0.0,0,1880.0,726.0,2,Developing
AG00373,Stable,2,0.4,84.5,37.5,6.1,2,0,15.5,0,108.0,40.0,1,Stable
AG00374,Stable,6,2.6,76.4,37.8,7.1,1,0,18.2,0,773.0,292.0,1,Stable
AG00375,Stable,37,6.7,90.5,38.9,8.3,3,2,4.3,0,1455.0,566.0,2,Developing
AG00376,At-Risk,49,1.6,66.9,30.2,6.7,0,2,3.5,1,229.0,69.0,3,At-Risk
AG00377,Stable,14,4.8,75.8,37.7,5.7,1,0,14.9,1,1425.0,537.0,1,Stable
AG00378,Stable,7,2.0,77.9,37.0,6.5,1,2,18.2,0,509.0,188.0,1,Stable
AG00379,Developing,120,3.6,69.6,36.1,6.5,1,2,0.0,0,675.0,244.0,2,Developing
AG00380,Stable,12,4.4,74.5,36.8,6.3,1,1,15.2,0,1213.0,446.0,1,Stable
AG00381,At-Risk,5,1.5,44.3,34.3,5.2,0,1,17.6,1,159.0,55.0,3,At-Risk
AG00382,Developing,32,3.1,70.7,35.2,5.1,0,1,8.1,0,542.0,191.0,3,At-Risk
AG00383,Stable,29,5.9,76.3,43.2,7.4,0,2,7.9,0,1053.0,455.0,2,Developing
AG00384,Stable,4,1.0,85.0,38.2,8.6,0,0,15.9,0,311.0,119.0,1,Stable
AG00385,At-Risk,29,2.6,42.6,41.2,3.0,0,1,6.5,0,355.0,146.0,3,At-Risk
AG00386,Developing,1,0.6,72.3,31.0,4.3,0,1,16.4,1,121.0,38.0,3,At-Risk
AG00387,At-Risk,29,0.6,55.2,27.2,6.3,0,2,8.3,1,54.0,15.0,3,At-Risk
AG00388,Stable,10,4.3,81.3,38.0,7.7,4,0,16.0,0,1146.0,435.0,1,Stable
AG00389,At-Risk,13,3.2,63.0,23.8,5.3,0,3,12.2,0,328.0,78.0,3,At-Risk
AG00390,Developing,11,1.2,68.7,33.0,6.5,0,3,14.4,0,225.0,74.0,3,At-Risk
AG00391,Stable,22,4.8,84.7,37.0,5.0,0,1,8.0,0,1535.0,568.0,1,Stable
AG00392,Stable,44,9.3,73.5,38.6,7.8,2,1,7.7,0,2713.0,1047.0,2,Developing
AG00393,Developing,26,3.8,71.8,36.0,5.7,1,0,6.2,0,703.0,253.0,1,Stable
AG00394,Star,8,8.3,85.1,47.2,7.6,1,0,18.7,0,3015.0,1423.0,0,Star
AG00395,Stable,4,3.7,81.6,36.2,6.8,0,0,16.3,0,641.0,232.0,1,Stable
AG00396,Developing,46,4.2,75.8,38.5,6.2,1,1,5.4,0,658.0,253.0,2,Developing
AG00397,Stable,16,5.0,74.4,41.0,7.7,0,0,14.3,0,1535.0,629.0,1,Stable
AG00398,Stable,27,4.1,73.0,36.9,5.1,0,0,4.3,1,1054.0,389.0,2,Developing
AG00399,Stable,14,7.0,80.4,31.8,6.3,1,0,14.5,0,1919.0,610.0,1,Stable
AG00400,Stable,8,5.9,79.9,38.5,7.1,1,0,19.6,0,1595.0,614.0,1,Stable
AG00401,At-Risk,5,0.0,56.3,27.1,2.1,0,3,18.5,0,0.0,0.0,3,At-Risk
AG00402,Developing,7,4.3,72.9,33.2,6.1,0,3,15.6,0,632.0,210.0,3,At-Risk
AG00403,Stable,1,1.6,77.8,37.2,6.8,2,0,21.1,0,394.0,147.0,1,Stable
AG00404,At-Risk,66,0.6,60.8,35.1,2.3,0,0,2.2,1,60.0,21.0,3,At-Risk
AG00405,At-Risk,5,0.4,42.6,33.2,6.4,0,0,22.2,1,52.0,17.0,3,At-Risk
AG00406,Stable,22,7.3,83.1,37.2,7.5,0,0,11.7,0,1714.0,638.0,1,Stable
AG00407,Developing,12,3.7,76.5,32.9,6.8,0,1,15.9,0,553.0,182.0,1,Stable
AG00408,Stable,45,7.0,84.4,42.6,6.3,2,0,9.4,0,1935.0,824.0,2,Developing
AG00409,At-Risk,38,2.2,50.4,38.7,2.4,0,3,8.8,1,238.0,92.0,3,At-Risk
AG00410,Developing,0,1.1,81.0,28.7,5.2,0,1,21.8,1,230.0,66.0,1,Stable
AG00411,Developing,9,1.7,73.1,37.1,5.9,1,4,15.8,0,227.0,84.0,3,At-Risk
AG00412,Star,39,11.2,90.8,40.7,8.0,4,0,13.7,0,4526.0,1842.0,0,Star
AG00413,At-Risk,20,2.3,36.9,28.7,7.5,0,2,9.2,0,318.0,91.0,3,At-Risk
AG00414,Star,108,15.5,89.4,55.8,8.1,6,1,4.9,0,4703.0,2624.0,0,Star
AG00415,Stable,95,5.5,88.0,33.8,6.1,4,1,0.4,0,1203.0,407.0,2,Developing
AG00416,Stable,33,8.1,73.9,44.1,7.9,1,1,3.4,0,2034.0,897.0,2,Developing
AG00417,Developing,4,0.7,65.5,33.7,2.4,2,0,17.2,1,130.0,44.0,3,At-Risk
AG00418,Stable,27,8.8,87.2,42.3,8.3,1,1,6.8,0,2663.0,1126.0,2,Developing
AG00419,At-Risk,33,0.0,53.7,31.3,4.3,0,3,5.8,1,0.0,0.0,3,At-Risk
AG00420,Developing,47,4.0,73.2,34.4,6.4,0,2,6.0,0,741.0,255.0,3,At-Risk
AG00421,Star,67,13.0,86.5,48.6,8.7,4,0,6.2,0,4487.0,2181.0,0,Star
AG00422,Star,2,2.2,88.6,51.6,8.4,1,0,25.4,0,621.0,320.0,1,Stable
AG00423,Star,111,15.0,98.7,47.0,8.8,4,1,5.5,0,4861.0,2285.0,0,Star
AG00424,Developing,4,4.4,71.1,32.4,6.6,0,0,19.3,0,711.0,230.0,1,Stable
AG00425,Developing,4,2.0,72.0,33.2,6.3,0,1,18.3,0,358.0,119.0,1,Stable
AG00426,Stable,8,3.1,88.2,36.4,7.8,2,0,20.2,0,633.0,230.0,1,Stable
AG00427,Developing,48,0.8,79.1,36.3,7.8,1,1,3.9,1,148.0,54.0,2,Developing
AG00428,Star,8,4.7,86.3,42.0,8.9,3,0,21.2,0,1288.0,541.0,1,Stable
AG00429,Developing,41,3.3,59.9,36.4,6.7,1,1,3.3,0,491.0,179.0,3,At-Risk
AG00430,At-Risk,47,1.2,37.8,27.1,6.6,1,2,4.3,0,129.0,35.0,3,At-Risk
AG00431,Developing,9,1.1,77.9,37.2,5.5,0,0,19.8,1,175.0,65.0,1,Stable
AG00432,Developing,25,0.2,80.7,33.8,7.1,0,2,10.4,0,35.0,12.0,3,At-Risk
AG00433,Developing,16,3.0,72.7,37.9,9.0,1,2,9.5,0,532.0,202.0,1,Stable
AG00434,Star,91,16.6,91.1,49.9,9.1,4,0,3.4,0,5562.0,2775.0,0,Star
AG00435,Stable,19,8.2,77.6,37.4,6.6,3,2,14.3,0,1989.0,744.0,2,Developing
AG00436,Stable,0,0.0,68.7,39.5,5.7,1,0,22.2,1,0.0,0.0,1,Stable
AG00437,Stable,21,4.8,72.6,40.5,6.5,2,2,9.8,0,1053.0,426.0,1,Stable
AG00438,Developing,27,2.4,73.2,36.3,6.8,0,2,6.9,0,340.0,123.0,3,At-Risk
AG00439,Developing,13,2.4,67.7,32.4,3.1,0,1,13.0,1,432.0,140.0,3,At-Risk
AG00440,At-Risk,80,0.2,66.2,21.3,5.1,0,2,5.5,0,23.0,5.0,3,At-Risk
AG00441,Stable,54,10.3,77.9,38.3,8.1,5,0,2.7,0,1838.0,704.0,2,Developing
AG00442,Developing,14,3.1,69.2,27.6,7.0,0,1,12.0,0,561.0,155.0,3,At-Risk
AG00443,Stable,10,4.5,89.0,33.6,6.4,0,0,16.4,0,791.0,266.0,1,Stable
AG00444,Stable,9,6.9,78.9,44.7,8.1,1,1,13.7,0,1603.0,717.0,1,Stable
AG00445,Developing,6,2.1,72.7,32.5,5.4,0,0,15.7,0,430.0,140.0,1,Stable
AG00446,At-Risk,70,2.6,67.8,30.8,6.3,0,1,3.1,0,308.0,95.0,3,At-Risk
AG00447,Developing,13,1.3,72.9,37.2,2.7,0,4,13.7,1,230.0,86.0,3,At-Risk
AG00448,Star,3,2.6,83.9,46.2,7.0,0,0,21.0,0,1089.0,503.0,1,Stable
AG00449,Developing,38,2.5,74.3,31.3,7.0,0,1,7.1,1,417.0,131.0,3,At-Risk
AG00450,Star,2,6.9,83.0,46.1,7.6,0,0,23.8,0,2104.0,970.0,1,Stable
AG00451,At-Risk,83,1.6,56.7,26.8,5.3,0,2,0.0,1,231.0,62.0,3,At-Risk
AG00452,Developing,1,1.6,71.3,32.3,8.3,1,0,22.7,0,318.0,103.0,1,Stable
AG00453,Stable,15,3.9,76.1,41.5,7.8,2,0,11.6,0,1221.0,507.0,1,Stable
AG00454,Star,18,11.2,87.2,46.3,8.9,3,0,16.1,0,3408.0,1578.0,0,Star
AG00455,Stable,27,3.2,76.2,39.6,7.6,3,1,12.7,1,708.0,280.0,1,Stable
AG00456,At-Risk,2,0.0,40.8,30.7,5.4,0,2,20.3,0,0.0,0.0,3,At-Risk
AG00457,Stable,44,6.5,73.4,40.4,8.3,4,0,3.9,0,1555.0,628.0,2,Developing
AG00458,Developing,12,5.8,74.4,33.0,5.4,1,0,16.9,0,1205.0,398.0,1,Stable
AG00459,Developing,36,3.6,74.6,36.3,3.7,0,0,4.8,1,505.0,183.0,3,At-Risk
AG00460,Stable,15,4.7,83.6,40.5,7.7,0,1,16.5,0,1184.0,480.0,1,Stable
AG00461,Stable,23,5.1,79.1,41.2,5.7,1,1,8.7,0,1487.0,613.0,2,Developing
AG00462,At-Risk,65,0.0,58.4,23.2,2.6,0,3,2.1,1,0.0,0.0,3,At-Risk
AG00463,Stable,0,2.2,87.5,31.7,7.8,0,1,26.7,0,621.0,197.0,1,Stable
AG00464,Stable,2,2.4,81.0,37.0,7.3,4,0,21.1,0,586.0,217.0,1,Stable
AG00465,Developing,58,5.7,64.1,33.3,6.7,0,0,7.0,0,932.0,310.0,2,Developing
AG00466,Developing,99,5.7,75.7,33.5,5.4,2,0,2.3,0,687.0,230.0,2,Developing
AG00467,At-Risk,64,1.2,70.2,27.7,5.2,0,1,3.2,1,135.0,37.0,3,At-Risk
AG00468,Stable,70,7.9,84.6,39.6,6.8,4,0,0.0,0,2153.0,853.0,2,Developing
AG00469,Stable,11,3.8,77.8,38.0,8.6,1,1,16.7,0,1101.0,418.0,1,Stable
AG00470,Stable,107,8.5,75.3,44.8,7.0,3,0,3.0,0,1601.0,717.0,2,Developing
AG00471,Stable,26,5.6,75.3,33.7,6.7,1,1,8.5,0,1321.0,445.0,1,Stable
AG00472,Stable,5,4.2,71.6,34.2,8.3,0,0,19.4,0,861.0,294.0,1,Stable
AG00473,Stable,3,3.3,82.7,36.1,6.8,0,1,19.7,0,735.0,265.0,1,Stable
AG00474,Stable,8,4.4,76.8,38.8,6.6,1,1,14.4,0,1207.0,468.0,1,Stable
AG00475,Stable,37,8.2,84.7,42.0,6.1,0,0,7.0,0,1681.0,706.0,2,Developing
AG00476,Stable,85,5.0,81.2,46.4,6.4,3,1,2.2,0,1683.0,781.0,2,Developing
AG00477,Developing,13,1.3,80.3,34.3,6.3,0,2,15.1,0,197.0,68.0,1,Stable
AG00478,Developing,36,3.6,69.7,31.3,5.6,1,0,5.9,0,784.0,245.0,3,At-Risk
AG00479,Stable,17,3.4,77.8,37.8,6.5,1,0,10.9,0,934.0,353.0,1,Stable
AG00480,Stable,0,1.5,71.2,40.5,7.8,1,0,20.9,0,342.0,139.0,1,Stable
AG00481,Stable,6,3.2,80.1,40.4,6.2,0,0,15.8,0,784.0,317.0,1,Stable
AG00482,Stable,4,5.1,77.2,39.8,5.3,0,0,17.9,0,1029.0,410.0,1,Stable
AG00483,Stable,27,6.7,84.2,39.1,7.5,0,0,9.4,0,1305.0,510.0,1,Stable
AG00484,Star,0,5.1,86.2,43.1,8.7,2,0,23.5,0,1740.0,750.0,1,Stable
AG00485,Stable,14,5.7,75.6,37.4,6.6,0,0,10.8,0,1343.0,502.0,1,Stable
AG00486,Stable,95,6.7,83.7,38.8,7.2,3,1,4.0,0,2004.0,778.0,2,Developing
AG00487,Stable,4,3.3,86.5,34.8,8.5,0,0,18.7,0,651.0,227.0,1,Stable
AG00488,Stable,6,4.9,79.9,39.3,7.3,3,1,19.1,0,1452.0,571.0,1,Stable
AG00489,Stable,8,6.0,82.7,38.2,8.7,0,1,15.9,0,1458.0,557.0,1,Stable
AG00490,Developing,30,3.6,78.7,27.7,6.0,0,0,6.6,0,535.0,148.0,1,Stable
AG00491,Developing,33,1.0,64.3,38.9,3.3,0,1,3.6,1,190.0,74.0,3,At-Risk
AG00492,Developing,6,0.0,68.4,35.0,7.5,1,1,15.3,0,0.0,0.0,1,Stable
AG00493,Stable,14,4.8,82.0,37.3,7.1,0,1,11.4,0,1243.0,464.0,1,Stable
AG00494,Developing,13,0.0,65.3,38.2,6.1,2,2,14.2,1,0.0,0.0,3,At-Risk
AG00495,Stable,5,6.2,87.9,40.2,8.2,2,2,18.0,0,1567.0,630.0,1,Stable
AG00496,Stable,5,3.4,80.3,37.6,5.7,0,1,16.2,1,949.0,357.0,1,Stable
AG00497,Developing,68,3.0,78.7,37.5,6.4,1,2,0.0,0,496.0,186.0,2,Developing
AG00498,Stable,3,0.7,81.6,35.4,5.7,0,1,20.6,1,204.0,72.0,1,Stable
AG00499,Stable,14,5.3,79.0,37.8,4.5,0,0,14.9,1,1282.0,485.0,1,Stable
AG00500,Developing,3,0.0,78.0,34.2,5.5,0,1,21.6,1,0.0,0.0,1,Stable
AG00501,At-Risk,21,0.1,58.3,29.9,1.0,0,4,8.4,1,10.0,3.0,3,At-Risk
AG00502,At-Risk,34,0.6,64.3,30.9,5.8,0,5,8.9,1,55.0,17.0,3,At-Risk
AG00503,Stable,17,5.8,75.4,41.2,6.4,1,1,13.0,0,1561.0,643.0,1,Stable
AG00504,Stable,9,5.4,72.8,35.3,7.0,0,2,16.9,0,1613.0,569.0,1,Stable
AG00505,Developing,32,5.7,69.2,34.4,7.3,0,1,6.1,0,1157.0,398.0,2,Developing
AG00506,Stable,8,5.8,85.1,39.0,5.9,1,0,16.1,0,1627.0,635.0,1,Stable
AG00507,Developing,53,3.3,77.2,33.7,5.8,0,3,7.9,1,785.0,265.0,3,At-Risk
AG00508,Stable,9,6.0,73.8,38.2,7.4,1,2,19.1,0,1407.0,537.0,1,Stable
AG00509,Stable,7,1.6,82.4,36.0,5.3,0,0,16.8,1,388.0,140.0,1,Stable
AG00510,Star,80,11.9,89.9,43.9,9.3,5,2,6.1,0,4050.0,1778.0,0,Star
AG00511,Developing,84,3.2,80.5,37.0,8.6,2,0,0.0,0,347.0,128.0,2,Developing
AG00512,Star,9,6.4,88.9,46.2,7.3,2,0,21.2,0,2499.0,1155.0,1,Stable
AG00513,Stable,78,6.3,82.6,40.4,7.4,3,0,4.3,0,1342.0,542.0,2,Developing
AG00514,Stable,82,3.7,85.1,36.7,5.1,2,0,3.3,1,1177.0,432.0,2,Developing
AG00515,Stable,10,4.0,76.3,38.7,7.9,3,1,14.0,0,1046.0,405.0,1,Stable
AG00516,Stable,62,7.8,76.4,36.5,8.9,2,0,3.6,0,1540.0,562.0,2,Developing
AG00517,Developing,120,7.1,70.6,35.3,4.9,4,3,5.1,0,1363.0,481.0,2,Developing
AG00518,Star,0,1.0,81.4,41.2,8.1,2,0,25.7,0,282.0,116.0,1,Stable
AG00519,Developing,51,2.4,70.9,30.9,7.5,4,3,9.7,0,272.0,84.0,3,At-Risk
AG00520,At-Risk,0,0.0,48.1,27.8,5.8,0,3,23.6,0,0.0,0.0,3,At-Risk
AG00521,Stable,68,8.1,82.3,44.1,8.7,4,0,1.3,0,1770.0,781.0,2,Developing
AG00522,Stable,5,3.2,77.0,37.9,9.1,3,0,17.4,0,782.0,296.0,1,Stable
AG00523,Developing,50,1.7,74.5,33.1,5.6,0,1,3.1,1,300.0,99.0,3,At-Risk
AG00524,Stable,7,5.1,72.5,36.6,7.2,1,1,18.7,0,1532.0,561.0,1,Stable
AG00525,Stable,12,6.4,88.7,42.0,6.8,1,1,16.4,0,1554.0,653.0,1,Stable
AG00526,At-Risk,11,1.0,47.0,35.9,4.7,0,5,18.1,1,99.0,36.0,3,At-Risk
AG00527,At-Risk,12,0.1,53.5,34.8,1.0,0,3,13.5,1,13.0,5.0,3,At-Risk
AG00528,Developing,63,2.5,65.3,38.5,4.6,1,1,4.4,1,429.0,165.0,3,At-Risk
AG00529,Stable,15,5.0,75.3,35.5,7.7,2,0,15.3,0,1363.0,484.0,1,Stable
